CMDLINE /Users/jianjia/opt/anaconda3/bin/python generate_opg.py -t chrome_ext -crx memory_usage_measure/extensions/hancmbnffpopgjfgfcbjpcjaijofbpog -pq
MEM 0.125000 1653879495.3961
MEM 18.191406 1653879495.5004
MEM 32.878906 1653879495.6056
MEM 45.582031 1653879495.7057
MEM 47.484375 1653879495.8082
MEM 47.574219 1653879495.9113
MEM 47.777344 1653879496.0144
MEM 47.984375 1653879496.1193
MEM 48.199219 1653879496.2230
MEM 48.382812 1653879496.3246
MEM 63.289062 1653879496.4297
MEM 75.160156 1653879496.5337
MEM 75.421875 1653879496.6358
MEM 75.558594 1653879496.7388
MEM 75.753906 1653879496.8433
MEM 75.894531 1653879496.9472
MEM 75.964844 1653879497.0499
MEM 76.097656 1653879497.1539
MEM 76.242188 1653879497.2564
MEM 76.335938 1653879497.3609
MEM 76.417969 1653879497.4630
MEM 76.519531 1653879497.5671
MEM 76.613281 1653879497.6680
MEM 76.679688 1653879497.7712
MEM 76.679688 1653879497.8763
MEM 76.679688 1653879497.9795
MEM 76.683594 1653879498.0822
MEM 76.683594 1653879498.1836
MEM 76.683594 1653879498.2859
MEM 77.000000 1653879498.3896
MEM 77.148438 1653879498.4921
MEM 77.242188 1653879498.5927
MEM 77.347656 1653879498.6939
MEM 77.449219 1653879498.7941
MEM 77.636719 1653879498.8965
MEM 77.769531 1653879498.9990
MEM 77.871094 1653879499.1035
MEM 78.019531 1653879499.2039
MEM 78.164062 1653879499.3050
MEM 78.281250 1653879499.4100
MEM 78.355469 1653879499.5109
MEM 78.386719 1653879499.6131
MEM 78.441406 1653879499.7182
MEM 78.613281 1653879499.8210
MEM 78.945312 1653879499.9255
MEM 79.820312 1653879500.0306
MEM 79.832031 1653879500.1334
MEM 79.832031 1653879500.2339
MEM 79.917969 1653879500.3351
MEM 80.203125 1653879500.4392
MEM 80.207031 1653879500.5406
MEM 80.207031 1653879500.6440
MEM 80.207031 1653879500.7459
MEM 80.261719 1653879500.8494
MEM 80.398438 1653879500.9533
MEM 80.445312 1653879501.0550
MEM 80.519531 1653879501.1569
MEM 80.527344 1653879501.2574
MEM 80.527344 1653879501.3606
MEM 80.558594 1653879501.4619
MEM 80.617188 1653879501.5650
MEM 80.730469 1653879501.6662
MEM 80.722656 1653879501.7709
MEM 80.863281 1653879501.8725
MEM 80.875000 1653879501.9743
MEM 80.855469 1653879502.0765
MEM 80.886719 1653879502.1769
MEM 80.886719 1653879502.2806
MEM 80.890625 1653879502.3837
MEM 80.933594 1653879502.4886
MEM 81.101562 1653879502.5910
MEM 81.101562 1653879502.6917
MEM 81.027344 1653879502.7937
MEM 81.140625 1653879502.8989
MEM 81.136719 1653879503.0028
MEM 81.195312 1653879503.1030
MEM 81.199219 1653879503.2049
MEM 81.386719 1653879503.3081
MEM 81.394531 1653879503.4124
MEM 81.394531 1653879503.5171
MEM 81.394531 1653879503.6175
MEM 81.382812 1653879503.7208
MEM 81.386719 1653879503.8247
MEM 81.437500 1653879503.9249
MEM 81.429688 1653879504.0252
MEM 81.433594 1653879504.1303
MEM 81.488281 1653879504.2332
MEM 81.660156 1653879504.3337
MEM 81.699219 1653879504.4340
MEM 81.742188 1653879504.5380
MEM 81.703125 1653879504.6396
MEM 81.703125 1653879504.7417
MEM 81.746094 1653879504.8450
MEM 81.757812 1653879504.9500
MEM 81.914062 1653879505.0529
MEM 81.914062 1653879505.1570
MEM 81.925781 1653879505.2586
MEM 81.929688 1653879505.3635
MEM 81.972656 1653879505.4685
MEM 82.136719 1653879505.5711
MEM 82.136719 1653879505.6754
MEM 82.093750 1653879505.7775
MEM 82.101562 1653879505.8790
MEM 82.187500 1653879505.9832
MEM 82.195312 1653879506.0868
MEM 82.195312 1653879506.1879
MEM 82.210938 1653879506.2905
MEM 82.210938 1653879506.3938
MEM 82.242188 1653879506.4951
MEM 82.488281 1653879506.5975
MEM 82.449219 1653879506.7001
MEM 82.562500 1653879506.8052
MEM 82.570312 1653879506.9076
MEM 82.597656 1653879507.0099
MEM 83.539062 1653879507.1136
MEM 83.539062 1653879507.2172
MEM 83.546875 1653879507.3210
MEM 83.507812 1653879507.4230
MEM 83.503906 1653879507.5260
MEM 83.808594 1653879507.6311
MEM 83.816406 1653879507.7330
MEM 83.859375 1653879507.8337
MEM 83.863281 1653879507.9350
MEM 83.863281 1653879508.0359
MEM 83.867188 1653879508.1406
MEM 83.871094 1653879508.2422
MEM 83.886719 1653879508.3469
MEM 83.894531 1653879508.4496
MEM 83.894531 1653879508.5547
MEM 83.894531 1653879508.6549
MEM 83.871094 1653879508.7583
MEM 83.921875 1653879508.8635
MEM 83.921875 1653879508.9659
MEM 83.925781 1653879509.0691
MEM 83.886719 1653879509.1742
MEM 83.925781 1653879509.2764
MEM 83.929688 1653879509.3815
MEM 83.929688 1653879509.4836
MEM 83.980469 1653879509.5874
MEM 83.945312 1653879509.6924
MEM 83.945312 1653879509.7952
MEM 83.945312 1653879509.9003
MEM 83.937500 1653879510.0034
MEM 83.941406 1653879510.1086
MEM 83.953125 1653879510.2099
MEM 83.976562 1653879510.3135
MEM 83.976562 1653879510.4169
MEM 84.000000 1653879510.5203
MEM 84.207031 1653879510.6246
MEM 84.152344 1653879510.7278
MEM 84.167969 1653879510.8292
MEM 84.167969 1653879510.9336
MEM 84.160156 1653879511.0339
MEM 84.164062 1653879511.1380
MEM 84.167969 1653879511.2385
MEM 84.210938 1653879511.3413
MEM 84.187500 1653879511.4436
MEM 84.253906 1653879511.5477
MEM 84.179688 1653879511.6509
MEM 84.363281 1653879511.7551
MEM 84.355469 1653879511.8585
MEM 84.359375 1653879511.9604
MEM 84.320312 1653879512.0640
MEM 84.359375 1653879512.1687
MEM 84.355469 1653879512.2734
MEM 84.355469 1653879512.3750
MEM 84.394531 1653879512.4772
MEM 84.414062 1653879512.5801
MEM 84.394531 1653879512.6826
MEM 84.394531 1653879512.7874
MEM 84.484375 1653879512.8923
MEM 84.503906 1653879512.9938
MEM 84.781250 1653879513.0964
MEM 84.781250 1653879513.1987
MEM 84.781250 1653879513.3000
MEM 84.804688 1653879513.4051
MEM 84.851562 1653879513.5094
MEM 84.851562 1653879513.6132
MEM 84.851562 1653879513.7151
MEM 84.851562 1653879513.8189
MEM 84.871094 1653879513.9230
MEM 84.878906 1653879514.0231
MEM 85.179688 1653879514.1235
MEM 85.171875 1653879514.2278
MEM 85.234375 1653879514.3320
MEM 85.234375 1653879514.4369
MEM 85.425781 1653879514.5373
