CMDLINE /Users/jianjia/opt/anaconda3/bin/python generate_opg.py -t chrome_ext -crx memory_usage_measure/extensions/mjpbianhdnhcflhepmjmaadncodiippd -pq
MEM 0.082031 1653879467.7226
MEM 17.738281 1653879467.8229
MEM 30.617188 1653879467.9239
MEM 43.644531 1653879468.0290
MEM 47.339844 1653879468.1310
MEM 47.449219 1653879468.2316
MEM 47.601562 1653879468.3320
MEM 47.804688 1653879468.4341
MEM 48.000000 1653879468.5343
MEM 48.183594 1653879468.6345
MEM 48.371094 1653879468.7347
MEM 48.605469 1653879468.8349
MEM 48.792969 1653879468.9353
MEM 50.277344 1653879469.0364
MEM 70.226562 1653879469.1366
MEM 83.460938 1653879469.2378
MEM 98.847656 1653879469.3430
MEM 98.960938 1653879469.4481
MEM 99.007812 1653879469.5532
MEM 99.042969 1653879469.6535
MEM 99.050781 1653879469.7586
MEM 99.066406 1653879469.8637
MEM 99.066406 1653879469.9683
MEM 99.066406 1653879470.0684
MEM 99.066406 1653879470.1694
MEM 99.089844 1653879470.2706
MEM 99.093750 1653879470.3758
MEM 99.152344 1653879470.4808
MEM 99.226562 1653879470.5846
MEM 99.324219 1653879470.6897
MEM 99.332031 1653879470.7908
MEM 99.332031 1653879470.8960
MEM 99.386719 1653879471.0003
MEM 99.484375 1653879471.1027
MEM 99.609375 1653879471.2042
MEM 99.890625 1653879471.3081
MEM 100.015625 1653879471.4086
MEM 100.085938 1653879471.5118
MEM 100.250000 1653879471.6160
MEM 100.382812 1653879471.7211
MEM 100.480469 1653879471.8247
MEM 100.554688 1653879471.9288
MEM 100.710938 1653879472.0338
MEM 100.882812 1653879472.1371
MEM 101.226562 1653879472.2414
MEM 101.382812 1653879472.3446
MEM 101.503906 1653879472.4487
MEM 101.699219 1653879472.5496
MEM 101.914062 1653879472.6497
MEM 102.046875 1653879472.7532
MEM 102.179688 1653879472.8536
MEM 102.332031 1653879472.9569
MEM 102.519531 1653879473.0590
MEM 102.925781 1653879473.1592
MEM 103.078125 1653879473.2644
MEM 103.179688 1653879473.3664
MEM 103.289062 1653879473.4695
MEM 103.507812 1653879473.5717
MEM 103.691406 1653879473.6751
MEM 103.773438 1653879473.7794
MEM 103.914062 1653879473.8830
MEM 104.093750 1653879473.9848
MEM 104.167969 1653879474.0893
MEM 107.046875 1653879474.1934
MEM 102.941406 1653879474.2984
MEM 102.941406 1653879474.4028
MEM 102.941406 1653879474.5038
MEM 102.941406 1653879474.6066
MEM 102.941406 1653879474.7073
MEM 102.941406 1653879474.8123
MEM 102.941406 1653879474.9168
MEM 102.941406 1653879475.0218
MEM 102.941406 1653879475.1269
MEM 102.941406 1653879475.2315
MEM 102.941406 1653879475.3358
MEM 102.734375 1653879475.4362
MEM 102.957031 1653879475.5393
MEM 102.957031 1653879475.6415
MEM 102.984375 1653879475.7425
MEM 102.984375 1653879475.8476
MEM 103.011719 1653879475.9488
MEM 103.011719 1653879476.0536
MEM 103.011719 1653879476.1586
MEM 103.011719 1653879476.2592
MEM 103.011719 1653879476.3632
MEM 103.031250 1653879476.4673
MEM 103.074219 1653879476.5677
MEM 103.128906 1653879476.6718
MEM 103.214844 1653879476.7769
MEM 103.214844 1653879476.8819
MEM 103.289062 1653879476.9852
MEM 103.304688 1653879477.0887
MEM 104.582031 1653879477.1928
MEM 104.582031 1653879477.2970
MEM 104.562500 1653879477.4004
MEM 104.562500 1653879477.5022
MEM 104.562500 1653879477.6073
MEM 104.562500 1653879477.7105
MEM 104.562500 1653879477.8122
MEM 104.570312 1653879477.9153
MEM 104.632812 1653879478.0177
MEM 104.605469 1653879478.1209
MEM 104.640625 1653879478.2229
MEM 104.929688 1653879478.3256
MEM 105.171875 1653879478.4271
MEM 105.171875 1653879478.5299
MEM 105.171875 1653879478.6337
MEM 105.171875 1653879478.7387
MEM 105.171875 1653879478.8415
MEM 105.183594 1653879478.9445
MEM 105.183594 1653879479.0475
MEM 105.210938 1653879479.1480
MEM 105.210938 1653879479.2497
MEM 105.210938 1653879479.3513
MEM 105.210938 1653879479.4558
MEM 105.210938 1653879479.5591
MEM 105.210938 1653879479.6642
MEM 105.210938 1653879479.7672
MEM 105.210938 1653879479.8715
MEM 105.210938 1653879479.9765
MEM 105.210938 1653879480.0792
MEM 105.210938 1653879480.1838
MEM 105.210938 1653879480.2875
MEM 105.210938 1653879480.3908
MEM 105.210938 1653879480.4925
MEM 105.167969 1653879480.5934
MEM 105.148438 1653879480.6975
MEM 105.179688 1653879480.8019
MEM 105.179688 1653879480.9070
MEM 105.199219 1653879481.0086
MEM 105.199219 1653879481.1137
MEM 105.199219 1653879481.2140
MEM 105.269531 1653879481.3182
MEM 105.367188 1653879481.4205
MEM 107.253906 1653879481.5228
MEM 107.281250 1653879481.6248
MEM 107.281250 1653879481.7272
MEM 107.281250 1653879481.8286
MEM 107.281250 1653879481.9330
MEM 107.281250 1653879482.0376
MEM 107.281250 1653879482.1414
MEM 107.281250 1653879482.2451
MEM 107.105469 1653879482.3462
MEM 107.105469 1653879482.4471
MEM 107.105469 1653879482.5521
MEM 107.105469 1653879482.6523
MEM 105.921875 1653879482.7561
MEM 105.921875 1653879482.8580
MEM 105.964844 1653879482.9588
MEM 106.089844 1653879483.0590
MEM 106.089844 1653879483.1625
MEM 106.089844 1653879483.2661
MEM 106.089844 1653879483.3688
MEM 106.089844 1653879483.4713
MEM 106.089844 1653879483.5735
MEM 106.089844 1653879483.6785
MEM 106.089844 1653879483.7832
MEM 106.078125 1653879483.8849
MEM 106.140625 1653879483.9881
MEM 106.144531 1653879484.0930
MEM 106.175781 1653879484.1982
MEM 106.175781 1653879484.3032
MEM 106.171875 1653879484.4065
MEM 106.171875 1653879484.5082
MEM 106.183594 1653879484.6134
MEM 106.183594 1653879484.7181
MEM 106.117188 1653879484.8230
MEM 106.300781 1653879484.9236
MEM 106.300781 1653879485.0287
MEM 106.300781 1653879485.1338
MEM 106.300781 1653879485.2352
MEM 106.304688 1653879485.3390
MEM 106.386719 1653879485.4424
MEM 106.343750 1653879485.5449
MEM 106.324219 1653879485.6473
MEM 106.339844 1653879485.7524
MEM 106.343750 1653879485.8532
MEM 106.343750 1653879485.9583
MEM 106.292969 1653879486.0634
MEM 106.773438 1653879486.1645
MEM 106.773438 1653879486.2660
MEM 106.773438 1653879486.3672
MEM 106.773438 1653879486.4687
MEM 106.773438 1653879486.5730
MEM 106.773438 1653879486.6778
MEM 106.773438 1653879486.7800
MEM 106.750000 1653879486.8837
MEM 106.773438 1653879486.9882
MEM 106.773438 1653879487.0900
MEM 106.867188 1653879487.1932
MEM 106.890625 1653879487.2970
MEM 106.925781 1653879487.4014
MEM 106.925781 1653879487.5057
MEM 106.910156 1653879487.6071
MEM 107.242188 1653879487.7085
MEM 107.242188 1653879487.8115
MEM 107.242188 1653879487.9147
MEM 107.242188 1653879488.0185
MEM 107.242188 1653879488.1202
MEM 107.242188 1653879488.2204
MEM 107.250000 1653879488.3206
MEM 107.449219 1653879488.4257
MEM 107.472656 1653879488.5294
MEM 107.511719 1653879488.6301
MEM 107.542969 1653879488.7333
MEM 107.488281 1653879488.8384
MEM 107.660156 1653879488.9389
MEM 107.660156 1653879489.0421
MEM 107.660156 1653879489.1431
MEM 107.660156 1653879489.2483
MEM 107.660156 1653879489.3494
MEM 107.660156 1653879489.4531
MEM 107.738281 1653879489.5544
MEM 107.722656 1653879489.6555
MEM 107.722656 1653879489.7566
MEM 107.667969 1653879489.8607
MEM 107.667969 1653879489.9615
MEM 107.667969 1653879490.0654
MEM 107.667969 1653879490.1683
MEM 107.667969 1653879490.2710
MEM 107.667969 1653879490.3725
MEM 107.648438 1653879490.4740
MEM 107.699219 1653879490.5757
MEM 107.730469 1653879490.6760
MEM 107.691406 1653879490.7781
MEM 107.699219 1653879490.8812
MEM 107.945312 1653879490.9861
MEM 107.945312 1653879491.0912
MEM 107.945312 1653879491.1963
MEM 107.917969 1653879491.3014
MEM 108.023438 1653879491.4043
MEM 108.023438 1653879491.5048
MEM 108.023438 1653879491.6062
MEM 108.023438 1653879491.7111
MEM 108.023438 1653879491.8151
MEM 108.023438 1653879491.9175
MEM 108.023438 1653879492.0226
MEM 108.023438 1653879492.1271
MEM 108.023438 1653879492.2290
MEM 108.023438 1653879492.3337
MEM 108.023438 1653879492.4382
MEM 108.023438 1653879492.5413
MEM 108.023438 1653879492.6432
MEM 108.023438 1653879492.7471
MEM 108.023438 1653879492.8510
MEM 108.164062 1653879492.9552
MEM 108.164062 1653879493.0567
MEM 108.160156 1653879493.1591
MEM 108.160156 1653879493.2597
MEM 108.156250 1653879493.3637
MEM 108.156250 1653879493.4664
MEM 108.082031 1653879493.5711
MEM 108.183594 1653879493.6745
MEM 108.183594 1653879493.7781
MEM 108.183594 1653879493.8804
MEM 108.183594 1653879493.9837
MEM 108.183594 1653879494.0869
MEM 108.183594 1653879494.1888
MEM 108.183594 1653879494.2918
MEM 108.175781 1653879494.3920
MEM 108.308594 1653879494.4934
MEM 108.253906 1653879494.5938
MEM 108.261719 1653879494.6988
MEM 108.261719 1653879494.8028
MEM 108.261719 1653879494.9056
MEM 108.195312 1653879495.0088
